,name,price,release,mileage,color,transmission,drive,wheel,condition,owner,pts,customs,brand,body,number_of_door,engine_displacement,engine_power,fuel_type,sample
9773,CX-5 II,2179000.0,2019.0,14273.0,серый,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Mazda,внедорожник,5,2.0,150,Бензин,1
9774,Rover Discovery Sport I,2455000.0,2017.0,47496.0,чёрный,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Land,внедорожник,5,2.0,150,Дизель,1
9775,Tiguan I Рестайлинг,1219000.0,2016.0,38000.0,синий,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Volkswagen,внедорожник,5,1.4,150,Бензин,1
9776,ix35 I,888000.0,2013.0,93487.0,голубой,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Hyundai,внедорожник,5,2.0,150,Бензин,1
9777,1 серии  II (F20/F21) 116i,799000.0,2013.0,119850.0,белый,автоматическая,задний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,BMW,хэтчбек,5,1.6,136,Бензин,1
9778,GL-Класс AMG  63 AMG,3500000.0,2014.0,69445.0,серый,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Mercedes-Benz,внедорожник,5,5.5,557,Бензин,1
9779,Qashqai II Рестайлинг,1849000.0,2019.0,11000.0,голубой,вариатор,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Nissan,внедорожник,5,2.0,144,Бензин,1
9780,Tiguan I Рестайлинг,799000.0,2014.0,107043.0,синий,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Volkswagen,внедорожник,5,1.4,122,Бензин,1
9781,Fluence I Рестайлинг,579000.0,2014.0,104000.0,бежевый,вариатор,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Renault,седан,4,1.6,114,Бензин,1
9782,Octavia III (A7),1045500.0,2016.0,46505.0,серебристый,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Skoda,лифтбек,5,1.4,150,Бензин,1
9783,6 серии Gran Turismo IV (G32) 630d xDrive,3379000.0,2018.0,70000.0,коричневый,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,BMW,лифтбек,5,3.0,249,Дизель,1
9784,Logan II,499000.0,2016.0,42205.0,белый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Renault,седан,4,1.6,82,Бензин,1
9785,Panamera  I Рестайлинг 4,3196000.0,2015.0,86266.0,синий,роботизированная,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Porsche,хэтчбек,5,3.6,310,Бензин,1
9786,GLS  I (X166) 350 d,3649000.0,2016.0,128000.0,серый,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Mercedes-Benz,внедорожник,5,3.0,249,Дизель,1
9787,Sonata III Рестайлинг,89000.0,1998.0,280000.0,зелёный,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Hyundai,седан,4,2.0,125,Бензин,1
9788,X5  II (E70) Рестайлинг 35i,1299000.0,2011.0,177858.0,белый,автоматическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,BMW,внедорожник,5,3.0,306,Бензин,1
9789,Tiguan I Рестайлинг,849000.0,2014.0,76551.0,серебристый,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Volkswagen,внедорожник,5,1.4,150,Бензин,1
9790,Kuga II,929000.0,2013.0,85000.0,белый,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Ford,внедорожник,5,1.6,150,Бензин,1
9791,Macan I,3496000.0,2018.0,44050.0,чёрный,роботизированная,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Porsche,внедорожник,5,2.0,252,Бензин,1
9792,Civic VIII,389900.0,2007.0,240000.0,чёрный,роботизированная,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Honda,хэтчбек,5,1.8,140,Бензин,1
9793,Almera Classic I,285000.0,2008.0,256733.0,чёрный,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Nissan,седан,4,1.6,107,Бензин,1
9794,4 серии Gran Coupe F32/F33/F36 Рестайлинг 440i xDrive,3207330.0,2017.0,42539.0,чёрный,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,BMW,лифтбек,5,3.0,326,Бензин,1
9795,A6 IV (C7) Рестайлинг,2050000.0,2015.0,96000.0,чёрный,роботизированная,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Audi,седан,4,3.0,245,Дизель,1
9796,A4 I (B5),179700.0,1996.0,215212.0,красный,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Audi,седан,4,1.8,125,Бензин,1
9797,Sandero II Stepway,535000.0,2015.0,88955.0,чёрный,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Renault,хэтчбек,5,1.6,102,Бензин,1
9798,5 серии  VII (G30/G31) 520i,2225000.0,2018.0,70962.0,чёрный,автоматическая,задний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,BMW,седан,4,2.0,184,Бензин,1
9799,X-Trail III,1499000.0,2017.0,43000.0,серый,вариатор,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Nissan,внедорожник,5,2.0,144,Бензин,1
9800,1 серии  I (E81/E82/E87/E88) Рестайлинг 116i,625000.0,2009.0,126000.0,красный,автоматическая,задний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,BMW,хэтчбек,3,1.6,115,Бензин,1
9801,Focus II Рестайлинг,365000.0,2010.0,220000.0,чёрный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Ford,седан,4,1.8,125,Бензин,1
9802,SX4 I (Classic) Рестайлинг,535000.0,2012.0,129000.0,белый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Suzuki,хэтчбек,5,1.6,112,Бензин,1
